date,Usage_kWh,Lagging_Current_Reactive.Power_kVarh,Leading_Current_Reactive_Power_kVarh,Lagging_Current_Power_Factor,Leading_Current_Power_Factor,WeekStatus,Day_of_week,Load_Type
19/01/2018 16:30,57.96,20.70,0.00,94.17,100.00,Weekday,Friday,Medium_Load
07/11/2018 14:15,52.06,23.94,0.00,90.85,100.00,Weekday,Wednesday,Medium_Load
02/07/2018 19:00,35.96,3.35,0.04,99.57,100.00,Weekday,Monday,Medium_Load
14/11/2018 16:15,69.41,43.56,0.00,84.70,100.00,Weekday,Wednesday,Medium_Load
02/11/2018 21:45,4.18,0.00,17.50,100.00,23.23,Weekday,Friday,Medium_Load
04/07/2018 05:00,2.99,4.00,0.00,59.87,100.00,Weekday,Wednesday,Light_Load
11/07/2018 17:45,33.08,0.36,6.01,99.99,98.39,Weekday,Wednesday,Medium_Load
18/06/2018 01:15,2.77,4.03,0.00,56.64,100.00,Weekday,Monday,Light_Load
11/08/2018 22:45,2.74,4.97,0.00,48.28,100.00,Weekend,Saturday,Medium_Load
23/11/2018 02:00,3.67,2.34,0.47,84.32,99.19,Weekday,Friday,Light_Load
18/01/2018 23:00,81.04,41.51,0.00,89.00,100.00,Weekday,Thursday,Maximum_Load
07/05/2018 05:15,2.92,4.10,0.00,58.01,100.00,Weekday,Monday,Light_Load
02/12/2018 02:00,3.46,2.84,0.00,77.30,100.00,Weekend,Sunday,Light_Load
13/12/2018 19:30,78.52,28.58,0.00,93.97,100.00,Weekday,Thursday,Maximum_Load
31/08/2018 06:30,2.70,5.22,0.00,45.94,100.00,Weekday,Friday,Light_Load
29/12/2018 08:00,2.92,2.05,0.11,81.84,99.93,Weekend,Saturday,Light_Load
22/11/2018 05:45,3.49,3.28,0.00,72.87,100.00,Weekday,Thursday,Light_Load
08/10/2018 18:30,53.82,37.33,0.00,82.17,100.00,Weekday,Monday,Medium_Load
24/12/2018 04:00,3.35,2.38,0.07,81.52,99.98,Weekday,Monday,Light_Load
08/02/2018 03:15,6.01,6.52,0.00,67.78,100.00,Weekday,Thursday,Light_Load
27/04/2018 23:00,3.35,3.20,0.00,72.31,100.00,Weekday,Friday,Medium_Load
17/06/2018 17:15,2.95,0.00,17.17,100.00,16.93,Weekend,Sunday,Light_Load
20/05/2018 13:45,13.43,0.00,11.12,100.00,77.02,Weekend,Sunday,Maximum_Load
05/02/2018 14:15,124.42,39.92,0.00,95.22,100.00,Weekday,Monday,Medium_Load
27/09/2018 16:30,60.73,36.68,0.00,85.60,100.00,Weekday,Thursday,Maximum_Load
08/02/2018 15:00,108.65,38.30,0.00,94.31,100.00,Weekday,Thursday,Medium_Load
05/07/2018 23:45,3.64,3.92,0.00,68.05,100.00,Weekday,Thursday,Light_Load
06/05/2018 18:30,3.35,0.00,5.36,100.00,53.00,Weekend,Sunday,Light_Load
21/08/2018 00:30,2.74,4.82,0.00,49.42,100.00,Weekday,Tuesday,Light_Load
12/01/2018 23:00,4.79,5.00,0.00,69.18,100.00,Weekday,Friday,Maximum_Load
30/07/2018 11:00,54.14,21.82,0.00,92.75,100.00,Weekday,Monday,Maximum_Load
03/04/2018 08:30,112.64,72.36,0.00,84.14,100.00,Weekday,Tuesday,Light_Load
23/05/2018 06:15,3.02,5.08,0.00,51.10,100.00,Weekday,Wednesday,Light_Load
30/11/2018 02:30,4.10,5.18,0.00,62.06,100.00,Weekday,Friday,Light_Load
30/08/2018 04:00,2.70,5.11,0.00,46.72,100.00,Weekday,Thursday,Light_Load
13/11/2018 07:30,4.54,5.18,0.00,65.91,100.00,Weekday,Tuesday,Light_Load
31/01/2018 20:15,98.82,17.71,0.00,98.43,100.00,Weekday,Wednesday,Medium_Load
14/03/2018 00:15,3.82,4.79,0.00,62.35,100.00,Weekday,Wednesday,Light_Load
04/03/2018 18:15,3.13,0.00,6.01,100.00,46.19,Weekend,Sunday,Light_Load
26/05/2018 13:45,34.27,2.16,2.38,99.80,99.76,Weekend,Saturday,Maximum_Load
26/05/2018 06:00,3.17,5.90,0.00,47.33,100.00,Weekend,Saturday,Light_Load
28/08/2018 15:00,50.18,25.38,0.00,89.24,100.00,Weekday,Tuesday,Maximum_Load
12/08/2018 16:45,3.02,0.00,14.76,100.00,20.05,Weekend,Sunday,Light_Load
14/04/2018 22:15,3.20,1.33,9.79,92.34,31.07,Weekend,Saturday,Medium_Load
29/06/2018 15:00,32.58,3.31,1.01,99.49,99.95,Weekday,Friday,Maximum_Load
04/02/2018 23:15,3.82,3.46,0.00,74.12,100.00,Weekend,Sunday,Light_Load
23/02/2018 14:15,138.06,57.13,0.00,92.40,100.00,Weekday,Friday,Medium_Load
17/01/2018 00:00,36.90,27.29,0.00,80.40,100.00,Weekday,Wednesday,Light_Load
04/08/2018 22:45,2.81,5.04,0.00,48.70,100.00,Weekend,Saturday,Light_Load
30/08/2018 16:15,57.67,32.18,0.00,87.32,100.00,Weekday,Thursday,Maximum_Load
27/10/2018 02:45,3.13,6.16,0.00,45.30,100.00,Weekend,Saturday,Light_Load
18/04/2018 04:30,3.10,3.35,0.00,67.92,100.00,Weekday,Wednesday,Light_Load
14/08/2018 09:00,69.41,31.72,0.00,90.95,100.00,Weekday,Tuesday,Light_Load
15/09/2018 04:15,2.77,5.40,0.00,45.64,100.00,Weekend,Saturday,Light_Load
13/09/2018 22:00,4.79,0.00,15.84,100.00,28.95,Weekday,Thursday,Medium_Load
07/11/2018 01:30,3.85,6.23,0.00,52.57,100.00,Weekday,Wednesday,Light_Load
08/08/2018 22:15,3.71,1.08,5.11,96.01,58.75,Weekday,Wednesday,Medium_Load
25/09/2018 05:00,2.66,5.65,0.00,42.60,100.00,Weekday,Tuesday,Light_Load
10/11/2018 04:30,3.78,7.63,0.00,44.39,100.00,Weekend,Saturday,Light_Load
17/09/2018 23:00,3.60,7.27,0.00,44.38,100.00,Weekday,Monday,Medium_Load
04/06/2018 05:15,2.84,5.44,0.00,46.28,100.00,Weekday,Monday,Light_Load
19/03/2018 04:30,3.06,3.60,0.00,64.76,100.00,Weekday,Monday,Light_Load
21/04/2018 12:30,4.90,0.00,25.24,100.00,19.06,Weekend,Saturday,Medium_Load
11/12/2018 11:45,84.24,45.54,0.00,87.97,100.00,Weekday,Tuesday,Maximum_Load
11/01/2018 23:15,4.75,4.72,0.00,70.93,100.00,Weekday,Thursday,Light_Load
06/04/2018 07:45,4.14,5.33,0.00,61.34,100.00,Weekday,Friday,Light_Load
06/12/2018 06:00,3.38,2.63,0.00,78.92,100.00,Weekday,Thursday,Light_Load
01/04/2018 21:30,3.10,0.00,16.92,100.00,18.02,Weekend,Sunday,Light_Load
29/08/2018 06:00,2.74,4.86,0.00,49.11,100.00,Weekday,Wednesday,Light_Load
09/05/2018 03:00,3.13,4.43,0.00,57.70,100.00,Weekday,Wednesday,Light_Load
27/06/2018 10:45,38.02,8.78,0.00,97.44,100.00,Weekday,Wednesday,Maximum_Load
29/05/2018 19:00,36.50,5.00,0.18,99.07,100.00,Weekday,Tuesday,Medium_Load
25/05/2018 07:15,2.92,4.07,0.00,58.29,100.00,Weekday,Friday,Light_Load
18/11/2018 11:00,32.54,3.60,0.00,99.39,100.00,Weekend,Sunday,Maximum_Load
18/02/2018 20:30,3.53,0.00,16.67,100.00,20.72,Weekend,Sunday,Light_Load
02/03/2018 05:15,3.24,2.63,0.04,77.64,99.99,Weekday,Friday,Light_Load
14/02/2018 20:30,3.49,0.00,16.81,100.00,20.33,Weekday,Wednesday,Light_Load
08/12/2018 12:30,4.57,0.00,13.79,100.00,31.46,Weekend,Saturday,Medium_Load
04/12/2018 08:00,5.94,4.07,0.00,82.49,100.00,Weekday,Tuesday,Light_Load
25/11/2018 12:15,3.10,0.00,13.75,100.00,21.99,Weekend,Sunday,Light_Load
12/09/2018 20:15,40.39,22.79,0.00,87.09,100.00,Weekday,Wednesday,Medium_Load
12/07/2018 13:45,5.22,0.00,26.53,100.00,19.31,Weekday,Thursday,Maximum_Load
21/10/2018 06:30,2.74,4.86,0.00,49.11,100.00,Weekend,Sunday,Light_Load
25/01/2018 14:15,81.07,35.75,0.00,91.50,100.00,Weekday,Thursday,Medium_Load
02/12/2018 09:30,3.71,0.00,14.69,100.00,24.49,Weekend,Sunday,Light_Load
26/07/2018 07:45,3.56,4.36,0.00,63.25,100.00,Weekday,Thursday,Light_Load
01/07/2018 20:15,3.06,0.00,17.39,100.00,17.33,Weekend,Sunday,Light_Load
08/04/2018 04:15,3.20,5.04,0.00,53.60,100.00,Weekend,Sunday,Light_Load
06/09/2018 19:30,49.90,25.60,0.00,88.97,100.00,Weekday,Thursday,Medium_Load
24/06/2018 17:30,3.10,0.00,16.88,100.00,18.06,Weekend,Sunday,Medium_Load
22/02/2018 01:45,5.65,5.51,0.00,71.59,100.00,Weekday,Thursday,Light_Load
13/11/2018 20:00,90.14,38.74,0.00,91.87,100.00,Weekday,Tuesday,Maximum_Load
03/09/2018 18:00,30.92,5.98,0.76,98.18,99.97,Weekday,Monday,Medium_Load
04/10/2018 06:45,2.77,5.62,0.00,44.21,100.00,Weekday,Thursday,Light_Load
15/04/2018 15:15,3.35,0.00,17.39,100.00,18.92,Weekend,Sunday,Light_Load
28/02/2018 09:15,121.46,56.20,0.00,90.76,100.00,Weekday,Wednesday,Medium_Load
20/09/2018 12:15,26.78,1.33,2.02,99.88,99.72,Weekday,Thursday,Medium_Load
11/08/2018 14:30,105.59,40.86,0.00,93.26,100.00,Weekend,Saturday,Maximum_Load
17/11/2018 17:45,5.00,0.00,16.85,100.00,28.45,Weekend,Saturday,Maximum_Load
23/03/2018 17:30,81.83,21.42,0.07,96.74,100.00,Weekday,Friday,Medium_Load
05/08/2018 06:45,2.81,5.90,0.00,43.00,100.00,Weekend,Sunday,Light_Load
25/01/2018 22:30,35.89,27.43,0.00,79.45,100.00,Weekday,Thursday,Maximum_Load
28/03/2018 09:15,46.26,8.82,0.50,98.23,99.99,Weekday,Wednesday,Medium_Load
10/09/2018 12:00,59.08,35.82,0.29,85.51,100.00,Weekday,Monday,Maximum_Load
28/10/2018 11:30,3.10,0.00,10.69,100.00,27.85,Weekend,Sunday,Light_Load
23/02/2018 06:45,4.03,4.86,0.00,63.83,100.00,Weekday,Friday,Light_Load
31/12/2018 08:45,3.74,1.26,5.29,94.77,57.73,Weekday,Monday,Light_Load
27/07/2018 10:30,60.66,21.82,0.00,94.10,100.00,Weekday,Friday,Maximum_Load
09/03/2018 12:45,7.38,0.00,26.57,100.00,26.76,Weekday,Friday,Medium_Load
26/11/2018 05:00,2.95,2.81,0.00,72.41,100.00,Weekday,Monday,Light_Load
17/01/2018 00:15,4.64,4.54,0.00,71.48,100.00,Weekday,Wednesday,Light_Load
11/05/2018 06:45,3.06,4.50,0.00,56.23,100.00,Weekday,Friday,Light_Load
05/08/2018 14:45,3.17,0.00,15.98,100.00,19.46,Weekend,Sunday,Light_Load
06/11/2018 09:15,70.96,39.96,0.00,87.13,100.00,Weekday,Tuesday,Medium_Load
01/02/2018 23:15,69.26,39.67,0.00,86.77,100.00,Weekday,Thursday,Light_Load
04/09/2018 12:00,99.04,55.98,0.07,87.06,100.00,Weekday,Tuesday,Maximum_Load
25/09/2018 16:15,2.66,0.00,11.59,100.00,22.37,Weekday,Tuesday,Light_Load
29/03/2018 01:00,3.64,5.00,0.00,58.86,100.00,Weekday,Thursday,Light_Load
05/04/2018 09:15,64.62,29.48,0.00,90.98,100.00,Weekday,Thursday,Medium_Load
24/03/2018 21:00,3.38,0.00,17.42,100.00,19.05,Weekend,Saturday,Medium_Load
29/01/2018 09:45,64.62,13.25,0.00,97.96,100.00,Weekday,Monday,Medium_Load
01/09/2018 11:45,25.70,8.93,0.18,94.46,100.00,Weekend,Saturday,Maximum_Load
31/01/2018 06:00,4.18,4.03,0.00,71.99,100.00,Weekday,Wednesday,Light_Load
12/12/2018 07:15,4.10,3.31,0.07,77.81,99.99,Weekday,Wednesday,Light_Load
28/06/2018 20:45,33.16,2.74,0.22,99.66,100.00,Weekday,Thursday,Medium_Load
24/04/2018 23:30,3.60,3.56,0.00,71.10,100.00,Weekday,Tuesday,Light_Load
22/07/2018 11:45,2.70,4.14,0.00,54.63,100.00,Weekend,Sunday,Light_Load
03/09/2018 02:30,3.31,6.34,0.00,46.28,100.00,Weekday,Monday,Light_Load
15/02/2018 02:45,3.28,4.68,0.00,57.39,100.00,Weekday,Thursday,Light_Load
09/09/2018 16:00,17.71,0.43,6.66,99.97,93.60,Weekend,Sunday,Maximum_Load
08/03/2018 16:15,54.83,18.40,0.00,94.80,100.00,Weekday,Thursday,Maximum_Load
10/07/2018 09:00,70.13,43.49,0.00,84.99,100.00,Weekday,Tuesday,Light_Load
14/05/2018 19:00,52.49,23.62,0.00,91.19,100.00,Weekday,Monday,Medium_Load
09/04/2018 03:00,3.10,3.96,0.00,61.64,100.00,Weekday,Monday,Light_Load
09/11/2018 02:15,2.95,4.50,0.00,54.83,100.00,Weekday,Friday,Light_Load
30/05/2018 14:15,49.03,13.28,0.00,96.52,100.00,Weekday,Wednesday,Maximum_Load
08/02/2018 03:45,6.01,6.41,0.00,68.40,100.00,Weekday,Thursday,Light_Load
28/04/2018 11:00,67.07,9.22,0.04,99.07,100.00,Weekend,Saturday,Maximum_Load
12/10/2018 11:45,58.39,38.16,0.00,83.71,100.00,Weekday,Friday,Maximum_Load
11/06/2018 16:30,43.67,15.55,0.00,94.21,100.00,Weekday,Monday,Maximum_Load
06/02/2018 23:15,37.37,25.09,0.00,83.02,100.00,Weekday,Tuesday,Light_Load
14/04/2018 18:15,3.78,0.00,8.46,100.00,40.79,Weekend,Saturday,Medium_Load
26/09/2018 19:45,2.74,0.00,11.66,100.00,22.88,Weekday,Wednesday,Light_Load
01/10/2018 14:30,52.09,26.75,0.00,88.96,100.00,Weekday,Monday,Maximum_Load
06/09/2018 21:15,7.92,0.40,13.86,99.87,49.61,Weekday,Thursday,Medium_Load
30/08/2018 13:15,27.76,10.08,5.29,94.00,98.23,Weekday,Thursday,Maximum_Load
04/01/2018 14:45,121.07,44.35,0.00,93.90,100.00,Weekday,Thursday,Medium_Load
18/12/2018 22:15,4.25,3.46,0.40,77.55,99.56,Weekday,Tuesday,Maximum_Load
31/12/2018 00:15,3.64,2.34,0.00,84.12,100.00,Weekday,Monday,Light_Load
19/02/2018 18:00,41.83,2.20,1.73,99.86,99.91,Weekday,Monday,Maximum_Load
14/03/2018 13:30,56.88,18.22,0.04,95.23,100.00,Weekday,Wednesday,Maximum_Load
15/08/2018 08:15,33.73,31.57,0.00,73.01,100.00,Weekday,Wednesday,Light_Load
16/07/2018 03:15,2.92,0.00,4.57,100.00,53.84,Weekday,Monday,Light_Load
05/09/2018 08:45,98.06,58.28,0.00,85.96,100.00,Weekday,Wednesday,Light_Load
19/03/2018 20:15,49.18,15.41,0.00,95.43,100.00,Weekday,Monday,Medium_Load
09/11/2018 04:00,3.53,5.80,0.00,51.99,100.00,Weekday,Friday,Light_Load
22/12/2018 13:15,4.28,0.00,20.52,100.00,20.42,Weekend,Saturday,Light_Load
01/07/2018 00:00,2.88,3.92,0.00,59.21,100.00,Weekend,Sunday,Light_Load
05/06/2018 00:30,3.53,5.08,0.00,57.06,100.00,Weekday,Tuesday,Light_Load
14/01/2018 08:45,6.98,7.31,0.25,69.06,99.94,Weekend,Sunday,Light_Load
19/05/2018 03:15,3.17,5.11,0.00,52.72,100.00,Weekend,Saturday,Light_Load
24/05/2018 11:45,87.16,41.80,0.00,90.17,100.00,Weekday,Thursday,Maximum_Load
06/10/2018 05:45,3.10,6.23,0.00,44.55,100.00,Weekend,Saturday,Light_Load
03/08/2018 04:15,2.84,6.08,0.00,42.32,100.00,Weekday,Friday,Light_Load
02/09/2018 18:15,3.42,0.00,7.42,100.00,41.86,Weekend,Sunday,Medium_Load
17/02/2018 02:00,3.17,3.82,0.00,63.86,100.00,Weekend,Saturday,Light_Load
26/05/2018 22:00,3.60,0.00,24.70,100.00,14.42,Weekend,Saturday,Medium_Load
14/05/2018 01:15,3.35,4.57,0.00,59.12,100.00,Weekday,Monday,Light_Load
20/06/2018 17:00,51.52,25.06,0.00,89.93,100.00,Weekday,Wednesday,Maximum_Load
31/07/2018 22:45,2.88,5.76,0.00,44.72,100.00,Weekday,Tuesday,Medium_Load
18/05/2018 05:45,3.38,5.54,0.00,52.08,100.00,Weekday,Friday,Light_Load
04/09/2018 01:00,2.70,5.11,0.00,46.72,100.00,Weekday,Tuesday,Light_Load
30/10/2018 17:15,61.52,25.74,0.00,92.25,100.00,Weekday,Tuesday,Medium_Load
02/03/2018 12:30,4.75,0.00,26.21,100.00,17.83,Weekday,Friday,Medium_Load
08/06/2018 13:15,50.26,21.67,1.94,91.83,99.93,Weekday,Friday,Maximum_Load
07/01/2018 12:30,4.10,0.00,22.46,100.00,17.96,Weekend,Sunday,Light_Load
03/11/2018 17:45,3.89,0.00,18.25,100.00,20.85,Weekend,Saturday,Maximum_Load
21/06/2018 05:30,2.88,5.40,0.00,47.06,100.00,Weekday,Thursday,Light_Load
31/05/2018 00:45,3.28,5.11,0.00,54.02,100.00,Weekday,Thursday,Light_Load
11/02/2018 11:00,4.10,0.00,16.78,100.00,23.74,Weekend,Sunday,Light_Load
20/06/2018 19:30,45.43,20.09,0.00,91.46,100.00,Weekday,Wednesday,Medium_Load
02/06/2018 15:45,6.62,0.00,21.31,100.00,29.67,Weekend,Saturday,Light_Load
30/01/2018 18:30,65.45,39.28,0.00,85.74,100.00,Weekday,Tuesday,Maximum_Load
16/05/2018 23:30,3.60,4.00,0.00,66.90,100.00,Weekday,Wednesday,Light_Load
29/07/2018 13:00,3.56,0.00,15.91,100.00,21.84,Weekend,Sunday,Medium_Load
07/08/2018 22:15,3.82,1.04,5.11,96.49,59.87,Weekday,Tuesday,Medium_Load
27/01/2018 08:00,7.20,4.57,0.00,84.43,100.00,Weekend,Saturday,Light_Load
20/11/2018 02:45,3.02,3.02,0.00,70.71,100.00,Weekday,Tuesday,Light_Load
24/01/2018 03:45,42.59,31.39,0.00,80.50,100.00,Weekday,Wednesday,Light_Load
24/03/2018 19:00,4.10,0.00,26.10,100.00,15.52,Weekend,Saturday,Medium_Load
02/12/2018 05:15,4.39,4.03,0.00,73.67,100.00,Weekend,Sunday,Light_Load
22/10/2018 14:00,85.97,54.86,0.00,84.30,100.00,Weekday,Monday,Maximum_Load
31/05/2018 11:30,46.01,36.25,0.00,78.55,100.00,Weekday,Thursday,Maximum_Load
12/02/2018 13:15,63.18,23.98,3.20,93.49,99.87,Weekday,Monday,Medium_Load
20/11/2018 15:30,46.51,16.99,0.00,93.93,100.00,Weekday,Tuesday,Medium_Load
12/10/2018 16:15,47.99,27.29,0.00,86.93,100.00,Weekday,Friday,Maximum_Load
17/11/2018 18:45,4.14,0.00,16.88,100.00,23.82,Weekend,Saturday,Maximum_Load
03/08/2018 23:00,2.74,5.36,0.00,45.52,100.00,Weekday,Friday,Light_Load
22/04/2018 05:15,3.10,4.36,0.00,57.95,100.00,Weekend,Sunday,Light_Load
30/10/2018 05:30,2.84,3.78,0.00,60.07,100.00,Weekday,Tuesday,Light_Load
13/08/2018 05:00,3.74,6.70,0.00,48.74,100.00,Weekday,Monday,Light_Load
16/02/2018 15:00,3.46,0.00,16.96,100.00,19.99,Weekday,Friday,Light_Load
09/02/2018 15:00,130.18,54.54,0.00,92.23,100.00,Weekday,Friday,Medium_Load
19/09/2018 09:30,55.01,30.28,0.00,87.61,100.00,Weekday,Wednesday,Medium_Load
19/07/2018 08:00,5.33,6.01,0.00,66.35,100.00,Weekday,Thursday,Light_Load
04/11/2018 19:00,3.17,0.00,11.88,100.00,25.78,Weekend,Sunday,Maximum_Load
05/07/2018 00:45,3.10,4.43,0.00,57.33,100.00,Weekday,Thursday,Light_Load
27/05/2018 06:15,3.28,4.79,0.00,56.50,100.00,Weekend,Sunday,Light_Load
09/10/2018 13:15,32.29,14.90,4.18,90.80,99.17,Weekday,Tuesday,Maximum_Load
14/07/2018 11:30,35.68,30.56,0.00,75.95,100.00,Weekend,Saturday,Maximum_Load
06/12/2018 23:15,3.96,4.07,0.00,69.74,100.00,Weekday,Thursday,Light_Load
20/10/2018 15:15,104.51,48.64,0.00,90.66,100.00,Weekend,Saturday,Maximum_Load
19/09/2018 09:00,37.30,9.54,0.00,96.88,100.00,Weekday,Wednesday,Light_Load
26/04/2018 03:15,3.13,4.36,0.00,58.32,100.00,Weekday,Thursday,Light_Load
20/04/2018 05:15,3.02,3.74,0.00,62.82,100.00,Weekday,Friday,Light_Load
01/09/2018 04:45,3.02,5.58,0.00,47.60,100.00,Weekend,Saturday,Light_Load
15/05/2018 13:30,64.04,29.95,0.00,90.58,100.00,Weekday,Tuesday,Maximum_Load
27/01/2018 03:00,6.80,4.25,0.00,84.80,100.00,Weekend,Saturday,Light_Load
22/07/2018 06:30,2.74,4.64,0.00,50.85,100.00,Weekend,Sunday,Light_Load
03/06/2018 03:45,2.99,5.90,0.00,45.20,100.00,Weekend,Sunday,Light_Load
23/10/2018 16:45,44.57,23.33,0.00,88.60,100.00,Weekday,Tuesday,Maximum_Load
15/11/2018 06:30,4.54,4.90,0.00,67.96,100.00,Weekday,Thursday,Light_Load
30/06/2018 15:30,58.21,26.42,0.00,91.06,100.00,Weekend,Saturday,Maximum_Load
15/09/2018 21:00,2.95,0.00,11.30,100.00,25.26,Weekend,Saturday,Medium_Load
30/09/2018 22:45,2.81,5.26,0.00,47.12,100.00,Weekend,Sunday,Light_Load
13/03/2018 22:15,4.14,1.87,13.72,91.13,28.89,Weekday,Tuesday,Medium_Load
12/07/2018 06:30,2.92,5.00,0.00,50.43,100.00,Weekday,Thursday,Light_Load
05/07/2018 00:15,3.56,3.82,0.00,68.18,100.00,Weekday,Thursday,Light_Load
26/07/2018 11:15,51.01,30.24,0.00,86.02,100.00,Weekday,Thursday,Maximum_Load
30/08/2018 08:30,50.80,53.46,0.00,68.88,100.00,Weekday,Thursday,Light_Load
13/12/2018 23:15,5.26,2.59,0.07,89.71,99.99,Weekday,Thursday,Light_Load
05/03/2018 06:15,3.10,3.85,0.00,62.72,100.00,Weekday,Monday,Light_Load
10/09/2018 03:45,2.81,5.80,0.00,43.60,100.00,Weekday,Monday,Light_Load
03/07/2018 21:00,77.04,13.86,1.12,98.42,99.99,Weekday,Tuesday,Medium_Load
17/03/2018 17:00,50.65,5.00,5.18,99.52,99.48,Weekend,Saturday,Maximum_Load
02/08/2018 19:45,2.95,0.00,16.34,100.00,17.77,Weekday,Thursday,Light_Load
08/04/2018 00:15,3.28,4.36,0.00,60.12,100.00,Weekend,Sunday,Light_Load
11/11/2018 07:30,2.81,4.50,0.00,52.97,100.00,Weekend,Sunday,Light_Load
24/01/2018 14:30,79.27,34.16,0.00,91.84,100.00,Weekday,Wednesday,Medium_Load
16/01/2018 04:15,4.68,5.83,0.00,62.60,100.00,Weekday,Tuesday,Light_Load
15/01/2018 00:45,4.68,4.39,0.00,72.93,100.00,Weekday,Monday,Light_Load
22/07/2018 14:45,3.46,0.00,17.53,100.00,19.36,Weekend,Sunday,Light_Load
02/10/2018 22:15,3.46,7.31,0.07,42.78,99.98,Weekday,Tuesday,Medium_Load
17/12/2018 20:15,5.54,0.00,21.56,100.00,24.89,Weekday,Monday,Medium_Load
24/01/2018 15:30,79.52,32.08,0.00,92.74,100.00,Weekday,Wednesday,Medium_Load
07/09/2018 22:45,3.78,6.70,0.00,49.14,100.00,Weekday,Friday,Medium_Load
03/01/2018 20:45,32.72,2.02,6.98,99.81,97.80,Weekday,Wednesday,Medium_Load
13/01/2018 03:00,4.75,4.07,0.00,75.94,100.00,Weekend,Saturday,Light_Load
13/10/2018 05:00,2.81,4.28,0.00,54.88,100.00,Weekend,Saturday,Light_Load
22/09/2018 20:00,3.38,0.00,13.64,100.00,24.05,Weekend,Saturday,Light_Load
30/03/2018 05:45,3.20,4.07,0.00,61.81,100.00,Weekday,Friday,Light_Load
03/08/2018 03:45,2.88,5.83,0.00,44.29,100.00,Weekday,Friday,Light_Load
21/07/2018 01:30,3.02,0.00,4.57,100.00,55.13,Weekend,Saturday,Light_Load
24/06/2018 07:00,2.52,3.60,0.00,57.35,100.00,Weekend,Sunday,Light_Load
05/06/2018 16:15,110.77,52.06,0.00,90.50,100.00,Weekday,Tuesday,Maximum_Load
20/09/2018 19:45,45.04,24.59,0.00,87.77,100.00,Weekday,Thursday,Medium_Load
09/04/2018 01:30,3.10,3.96,0.00,61.64,100.00,Weekday,Monday,Light_Load
05/08/2018 21:45,3.17,0.00,16.20,100.00,19.20,Weekend,Sunday,Light_Load
07/10/2018 11:15,2.63,0.00,11.99,100.00,21.43,Weekend,Sunday,Light_Load
01/10/2018 19:00,39.13,17.24,0.00,91.51,100.00,Weekday,Monday,Medium_Load
26/07/2018 04:15,3.17,4.03,0.00,61.83,100.00,Weekday,Thursday,Light_Load
04/09/2018 05:45,2.59,4.86,0.00,47.03,100.00,Weekday,Tuesday,Light_Load
10/02/2018 15:00,5.76,0.00,27.22,100.00,20.70,Weekend,Saturday,Light_Load
30/06/2018 22:00,3.53,0.00,18.68,100.00,18.57,Weekend,Saturday,Medium_Load
12/06/2018 22:45,3.60,4.57,0.00,61.88,100.00,Weekday,Tuesday,Medium_Load
16/11/2018 16:45,56.34,32.40,0.00,86.69,100.00,Weekday,Friday,Medium_Load
31/12/2018 04:00,3.06,2.20,0.07,81.19,99.97,Weekday,Monday,Light_Load
21/10/2018 19:45,3.02,0.00,11.48,100.00,25.44,Weekend,Sunday,Light_Load
22/05/2018 15:00,52.20,4.64,2.09,99.61,99.92,Weekday,Tuesday,Maximum_Load
20/02/2018 01:30,10.62,7.81,0.00,80.56,100.00,Weekday,Tuesday,Light_Load
31/05/2018 03:15,2.92,5.36,0.00,47.84,100.00,Weekday,Thursday,Light_Load
18/11/2018 21:00,3.82,0.00,16.78,100.00,22.20,Weekend,Sunday,Medium_Load
28/12/2018 22:45,4.93,3.92,0.00,78.27,100.00,Weekday,Friday,Maximum_Load
18/09/2018 07:00,2.84,5.22,0.00,47.79,100.00,Weekday,Tuesday,Light_Load
07/03/2018 19:15,6.01,0.00,26.96,100.00,21.76,Weekday,Wednesday,Medium_Load
10/04/2018 14:30,59.22,21.53,0.00,93.98,100.00,Weekday,Tuesday,Maximum_Load
19/08/2018 13:30,3.89,0.00,12.89,100.00,28.89,Weekend,Sunday,Light_Load
05/04/2018 07:00,3.02,3.85,0.00,61.72,100.00,Weekday,Thursday,Light_Load
03/11/2018 20:00,3.74,0.00,18.47,100.00,19.85,Weekend,Saturday,Maximum_Load
28/03/2018 17:15,54.54,25.06,0.00,90.87,100.00,Weekday,Wednesday,Medium_Load
24/12/2018 18:45,5.33,0.00,21.53,100.00,24.03,Weekday,Monday,Maximum_Load
08/11/2018 14:30,54.61,27.36,0.00,89.41,100.00,Weekday,Thursday,Medium_Load
30/05/2018 00:00,3.53,4.86,0.00,58.77,100.00,Weekday,Wednesday,Light_Load
18/11/2018 04:15,3.24,5.51,0.00,50.69,100.00,Weekend,Sunday,Light_Load
28/07/2018 00:30,2.92,5.04,0.00,50.13,100.00,Weekend,Saturday,Light_Load
12/05/2018 08:30,6.01,7.60,0.00,62.03,100.00,Weekend,Saturday,Light_Load
25/10/2018 23:15,3.46,5.65,0.00,52.22,100.00,Weekday,Thursday,Light_Load
25/06/2018 07:15,2.81,4.10,0.00,56.53,100.00,Weekday,Monday,Light_Load
28/08/2018 13:30,53.32,28.15,0.00,88.43,100.00,Weekday,Tuesday,Maximum_Load
15/01/2018 13:15,75.74,31.50,6.66,92.33,99.62,Weekday,Monday,Medium_Load
22/05/2018 22:45,3.06,5.22,0.00,50.57,100.00,Weekday,Tuesday,Medium_Load
