Date,Global_active_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3
6/9/2008,0.756,0.174,240.660,3.400,0.000,9.000,1.000
25/9/2008,1.098,0.100,241.600,4.400,0.000,1.000,1.000
24/6/2008,1.914,0.000,236.880,8.400,0.000,0.000,18.000
4/11/2008,0.582,0.000,242.590,2.400,0.000,1.000,0.000
1/3/2009,0.372,0.084,244.500,1.600,0.000,1.000,0.000
1/5/2009,1.392,0.092,241.170,5.800,0.000,0.000,18.000
29/11/2009,4.370,0.114,240.850,18.000,0.000,36.000,18.000
22/5/2008,0.340,0.000,239.320,1.600,0.000,0.000,0.000
4/10/2008,1.714,0.000,234.000,7.200,0.000,0.000,17.000
27/3/2010,1.430,0.070,240.980,5.800,0.000,0.000,18.000
22/9/2008,0.260,0.116,241.060,1.200,0.000,0.000,0.000
22/11/2010,3.584,0.000,235.360,15.200,37.000,3.000,17.000
27/11/2008,1.844,0.054,240.540,7.600,0.000,0.000,0.000
13/5/2009,1.996,0.058,237.480,8.400,0.000,0.000,29.000
14/2/2009,2.540,0.178,239.650,10.600,0.000,0.000,18.000
12/4/2008,0.794,0.312,243.350,3.600,0.000,1.000,0.000
15/12/2008,1.428,0.050,242.620,5.800,0.000,0.000,18.000
18/1/2008,0.604,0.080,241.020,2.600,0.000,1.000,0.000
23/9/2007,0.272,0.216,240.610,1.400,0.000,1.000,0.000
27/8/2008,0.080,0.000,239.480,0.200,0.000,0.000,0.000
10/10/2008,0.830,0.000,241.450,3.400,0.000,0.000,1.000
22/7/2009,0.222,0.122,242.150,1.000,0.000,1.000,1.000
3/6/2007,1.470,0.166,235.310,6.200,1.000,0.000,17.000
5/3/2007,1.814,0.326,240.990,7.600,0.000,2.000,18.000
10/3/2009,0.642,0.076,243.970,2.600,0.000,0.000,0.000
1/12/2008,1.644,0.152,239.230,7.000,0.000,0.000,18.000
9/4/2008,0.328,0.086,244.670,1.400,0.000,0.000,0.000
13/10/2007,0.218,0.000,241.020,1.000,0.000,0.000,0.000
19/6/2008,2.318,0.000,237.690,9.600,0.000,0.000,18.000
30/4/2010,0.354,0.108,245.030,1.400,0.000,0.000,1.000
5/7/2007,1.302,0.176,237.600,5.400,0.000,1.000,17.000
3/10/2008,0.320,0.096,242.780,1.400,0.000,2.000,1.000
29/1/2010,1.646,0.224,246.660,6.600,0.000,0.000,19.000
17/8/2007,0.200,0.138,242.090,1.000,0.000,0.000,0.000
2/11/2007,1.216,0.046,235.100,5.000,0.000,0.000,17.000
13/9/2008,0.608,0.204,242.380,2.800,0.000,0.000,0.000
22/10/2007,1.440,0.194,239.520,6.000,0.000,0.000,18.000
31/5/2009,0.220,0.108,242.340,1.000,0.000,0.000,0.000
4/5/2009,1.952,0.052,238.930,8.200,1.000,0.000,18.000
28/1/2010,0.284,0.000,247.750,1.200,0.000,0.000,1.000
3/8/2009,0.208,0.100,239.120,1.000,0.000,0.000,1.000
12/7/2010,1.202,0.258,239.800,5.200,0.000,0.000,13.000
14/5/2009,1.520,0.172,238.350,6.400,0.000,2.000,18.000
2/2/2008,3.382,0.172,236.720,14.400,1.000,2.000,17.000
10/8/2007,0.260,0.182,234.660,1.400,0.000,0.000,0.000
14/9/2010,1.442,0.192,240.680,6.000,0.000,1.000,18.000
1/1/2007,3.442,0.000,240.200,14.200,0.000,0.000,18.000
28/10/2010,1.622,0.076,248.620,6.400,1.000,1.000,20.000
25/4/2010,2.066,0.128,235.700,8.800,0.000,0.000,19.000
11/2/2008,1.312,0.000,243.020,5.400,0.000,0.000,18.000
27/3/2010,1.292,0.000,239.290,5.400,0.000,0.000,18.000
28/7/2007,4.782,0.330,228.780,21.200,0.000,60.000,0.000
5/9/2010,0.326,0.074,243.480,1.600,0.000,0.000,0.000
5/9/2010,1.032,0.284,238.380,4.400,1.000,0.000,11.000
13/7/2010,0.412,0.336,238.680,2.200,0.000,1.000,1.000
12/6/2010,1.450,0.056,241.410,6.000,0.000,0.000,18.000
27/12/2008,1.406,0.076,245.940,5.600,0.000,1.000,0.000
7/10/2007,3.078,0.122,236.810,13.000,0.000,2.000,17.000
19/4/2010,1.788,0.194,240.310,7.600,0.000,1.000,21.000
2/9/2007,1.848,0.086,236.940,7.800,0.000,0.000,17.000
29/6/2010,2.914,0.350,239.870,12.200,38.000,3.000,1.000
3/3/2010,0.598,0.112,240.010,2.600,0.000,0.000,1.000
14/10/2007,0.538,0.090,240.830,3.200,0.000,0.000,0.000
6/10/2010,0.520,0.290,242.160,2.400,0.000,2.000,0.000
22/11/2007,2.612,0.000,245.380,10.600,39.000,0.000,0.000
24/8/2007,1.334,0.098,237.570,5.600,0.000,1.000,17.000
18/12/2009,0.322,0.096,247.090,1.400,0.000,0.000,0.000
19/2/2008,1.456,0.198,239.920,6.000,0.000,0.000,18.000
2/6/2007,1.028,0.058,233.920,4.400,0.000,0.000,0.000
21/6/2010,0.474,0.156,241.590,2.000,0.000,3.000,0.000
22/6/2009,1.292,0.074,242.020,5.200,0.000,0.000,18.000
13/4/2008,1.534,0.202,243.420,6.200,0.000,0.000,19.000
12/5/2009,0.426,0.108,241.600,1.800,0.000,0.000,1.000
1/9/2007,1.808,0.266,238.390,7.600,0.000,1.000,0.000
19/1/2007,0.236,0.000,240.620,1.000,0.000,0.000,0.000
30/10/2009,1.342,0.000,243.250,7.200,17.000,0.000,1.000
5/6/2010,1.312,0.000,240.240,5.400,0.000,0.000,18.000
28/6/2010,0.698,0.204,238.980,3.400,0.000,0.000,9.000
29/10/2009,0.228,0.000,242.630,0.800,0.000,0.000,1.000
25/4/2008,0.280,0.000,240.270,1.200,0.000,0.000,0.000
8/6/2010,0.210,0.000,242.770,1.000,0.000,0.000,1.000
15/5/2009,0.382,0.092,242.070,1.800,0.000,0.000,1.000
24/5/2008,0.170,0.000,245.350,0.600,0.000,0.000,1.000
20/8/2008,0.104,0.000,242.500,0.600,0.000,0.000,1.000
20/7/2008,1.400,0.068,236.410,5.800,0.000,0.000,18.000
14/1/2008,1.500,0.000,237.380,6.400,0.000,0.000,17.000
14/11/2008,3.538,0.000,235.040,15.000,0.000,0.000,17.000
26/1/2010,1.946,0.234,243.180,8.000,0.000,2.000,19.000
29/8/2007,0.190,0.098,240.160,0.800,0.000,0.000,0.000
4/11/2010,0.376,0.118,249.370,1.600,0.000,0.000,1.000
20/3/2007,0.322,0.112,244.690,1.400,0.000,0.000,0.000
14/10/2007,0.436,0.060,240.550,1.800,0.000,1.000,0.000
14/8/2010,0.158,0.000,240.600,0.600,0.000,0.000,1.000
20/3/2007,0.320,0.120,241.840,1.400,0.000,0.000,0.000
27/3/2008,1.470,0.146,241.940,6.000,0.000,0.000,0.000
9/1/2009,0.452,0.128,244.850,2.000,0.000,0.000,0.000
5/1/2010,2.664,0.064,241.380,11.000,0.000,0.000,18.000
27/11/2009,0.298,0.052,241.360,1.400,0.000,0.000,1.000
14/4/2009,0.426,0.132,241.220,1.800,0.000,1.000,1.000
28/7/2010,0.246,0.104,241.100,1.000,0.000,2.000,1.000
24/12/2007,0.318,0.134,248.510,1.400,0.000,1.000,0.000
11/4/2009,1.300,0.000,238.010,5.400,0.000,0.000,18.000
5/2/2009,1.518,0.054,245.110,6.200,0.000,0.000,20.000
9/9/2008,0.366,0.236,240.620,1.800,0.000,2.000,1.000
22/9/2007,1.752,0.146,237.610,7.400,0.000,1.000,18.000
16/7/2007,1.234,0.090,231.390,5.200,0.000,0.000,16.000
6/6/2009,0.196,0.000,242.910,0.800,0.000,0.000,1.000
19/5/2010,1.728,0.094,242.260,7.000,0.000,0.000,18.000
11/3/2010,0.242,0.000,243.910,1.000,0.000,0.000,1.000
5/10/2009,1.436,0.180,239.690,6.000,0.000,0.000,18.000
24/5/2008,0.156,0.000,241.770,0.600,0.000,0.000,1.000
13/9/2008,1.246,0.000,239.940,5.200,0.000,0.000,18.000
24/3/2008,2.272,0.056,240.120,9.400,0.000,0.000,0.000
4/2/2009,3.112,0.222,237.150,13.200,0.000,2.000,17.000
24/11/2010,3.156,0.552,238.120,13.400,0.000,1.000,17.000
17/11/2009,0.392,0.222,243.050,1.800,0.000,0.000,1.000
15/3/2010,0.288,0.000,245.480,1.200,0.000,0.000,1.000
7/10/2009,3.456,0.182,235.590,15.000,9.000,25.000,0.000
19/1/2007,1.982,0.048,238.920,8.400,1.000,0.000,17.000
19/10/2008,0.266,0.000,241.810,1.000,0.000,0.000,0.000
13/4/2010,2.264,0.110,239.590,9.400,0.000,0.000,18.000
14/10/2010,0.674,0.000,242.110,2.800,0.000,0.000,1.000
24/12/2009,2.510,0.188,243.170,10.200,0.000,1.000,19.000
20/11/2010,0.356,0.122,245.720,1.600,0.000,0.000,0.000
20/12/2006,0.322,0.122,243.710,1.400,0.000,0.000,0.000
9/2/2007,0.222,0.000,241.360,1.000,0.000,0.000,0.000
12/11/2010,1.348,0.000,237.620,5.600,0.000,1.000,17.000
16/9/2007,0.112,0.000,243.810,0.400,0.000,0.000,0.000
1/8/2010,0.306,0.172,238.170,1.400,0.000,0.000,1.000
17/4/2007,2.904,0.284,238.100,13.200,17.000,0.000,0.000
3/3/2007,0.326,0.114,238.990,1.400,0.000,0.000,0.000
19/9/2010,0.140,0.048,241.350,0.600,0.000,0.000,1.000
8/10/2010,1.622,0.080,243.010,6.600,0.000,1.000,18.000
13/4/2010,1.422,0.094,243.560,5.800,0.000,0.000,19.000
5/8/2009,0.312,0.248,243.480,1.600,0.000,0.000,1.000
23/5/2007,1.406,0.060,231.370,6.200,0.000,0.000,17.000
10/6/2010,0.308,0.090,243.130,1.200,0.000,2.000,1.000
11/11/2009,0.304,0.086,238.640,1.200,0.000,2.000,1.000
18/1/2007,3.336,0.220,238.380,14.000,0.000,1.000,18.000
23/9/2008,3.392,0.122,236.020,14.200,0.000,35.000,18.000
9/7/2007,1.532,0.150,241.700,6.200,1.000,0.000,18.000
18/9/2009,0.176,0.000,240.760,0.800,0.000,0.000,1.000
5/7/2010,1.336,0.052,239.460,5.600,0.000,0.000,18.000
24/4/2009,1.592,0.214,240.300,6.600,0.000,2.000,18.000
19/11/2010,1.664,0.204,238.330,8.200,0.000,0.000,0.000
20/7/2010,0.322,0.234,241.160,1.600,0.000,0.000,1.000
20/7/2009,1.364,0.240,239.190,5.800,0.000,1.000,19.000
10/11/2009,0.348,0.160,247.760,1.400,0.000,0.000,1.000
10/1/2007,3.232,0.156,238.330,13.600,0.000,0.000,17.000
13/12/2007,3.048,0.120,240.190,12.600,2.000,1.000,18.000
28/10/2009,0.584,0.242,242.180,2.600,0.000,1.000,1.000
18/11/2010,1.220,0.122,237.150,5.200,0.000,0.000,0.000
30/6/2008,1.456,0.100,240.470,6.000,0.000,1.000,18.000
3/11/2007,0.296,0.104,239.550,1.200,0.000,0.000,0.000
11/10/2007,1.308,0.050,239.530,5.400,0.000,1.000,18.000
24/4/2007,3.044,0.000,232.330,13.000,36.000,0.000,0.000
27/5/2008,0.396,0.230,243.030,2.000,0.000,0.000,1.000
17/10/2010,0.352,0.116,245.130,1.400,0.000,2.000,1.000
5/6/2009,1.288,0.056,235.770,5.400,0.000,0.000,18.000
31/12/2007,0.238,0.000,245.150,1.000,0.000,0.000,0.000
23/1/2009,0.844,0.130,247.560,4.000,0.000,0.000,3.000
19/3/2007,6.254,0.152,236.880,26.400,38.000,18.000,18.000
31/3/2008,0.230,0.000,243.970,1.000,0.000,0.000,0.000
9/11/2007,1.324,0.000,235.740,5.600,0.000,0.000,17.000
14/11/2009,0.394,0.206,239.100,1.800,0.000,1.000,1.000
5/3/2010,1.516,0.070,245.120,6.200,1.000,0.000,19.000
11/10/2007,4.864,0.488,233.560,20.800,20.000,2.000,17.000
2/6/2009,0.216,0.000,243.970,1.000,0.000,0.000,1.000
2/9/2009,1.900,0.394,241.560,8.600,0.000,0.000,11.000
15/9/2009,2.764,0.080,238.500,11.600,0.000,1.000,18.000
26/2/2010,2.166,0.046,238.990,9.000,0.000,0.000,18.000
25/11/2007,0.232,0.000,244.720,1.000,0.000,0.000,0.000
31/12/2007,2.238,0.000,235.910,9.400,0.000,0.000,17.000
19/1/2010,0.436,0.272,247.210,2.000,0.000,1.000,1.000
27/8/2010,0.352,0.124,244.490,1.400,0.000,0.000,1.000
20/1/2010,2.384,0.128,243.450,9.800,1.000,0.000,19.000
2/11/2009,0.336,0.090,241.600,1.400,0.000,0.000,1.000
31/7/2008,1.464,0.068,239.730,6.200,0.000,0.000,19.000
2/7/2007,0.112,0.000,238.260,0.600,0.000,0.000,0.000
9/2/2007,0.324,0.134,240.240,1.400,0.000,0.000,0.000
27/3/2010,0.240,0.000,242.870,1.000,0.000,0.000,1.000
19/4/2010,1.386,0.000,242.060,5.600,0.000,0.000,19.000
29/7/2010,0.310,0.200,240.150,1.400,0.000,2.000,1.000
21/1/2007,7.630,0.392,230.580,33.200,42.000,27.000,16.000
2/8/2010,0.414,0.344,240.740,2.200,0.000,2.000,1.000
12/2/2008,1.522,0.000,237.120,6.400,0.000,0.000,0.000
1/7/2009,0.388,0.090,241.250,1.600,2.000,0.000,0.000
3/1/2009,2.350,0.246,240.000,9.800,0.000,1.000,18.000
22/7/2008,0.902,0.222,239.340,3.800,0.000,0.000,12.000
8/5/2010,1.024,0.266,240.930,4.400,0.000,1.000,11.000
26/11/2007,0.396,0.190,242.800,1.800,0.000,0.000,0.000
14/9/2008,0.438,0.318,242.140,2.200,0.000,1.000,1.000
23/9/2007,0.686,0.344,240.310,3.800,0.000,1.000,0.000
6/8/2007,1.558,0.068,229.740,6.800,1.000,0.000,16.000
4/11/2010,0.424,0.214,249.120,1.800,0.000,1.000,0.000
14/10/2008,0.392,0.202,242.540,1.800,0.000,1.000,1.000
26/9/2007,0.282,0.058,241.340,1.200,0.000,0.000,0.000
23/7/2010,0.244,0.104,240.080,1.000,0.000,2.000,0.000
19/1/2008,0.228,0.000,244.420,1.000,0.000,0.000,0.000
25/6/2008,0.392,0.138,236.410,2.600,0.000,0.000,0.000
28/6/2009,0.256,0.146,242.550,1.200,0.000,0.000,1.000
31/1/2009,0.522,0.190,245.010,2.400,0.000,0.000,0.000
8/12/2008,1.434,0.074,244.790,5.800,0.000,0.000,18.000
18/11/2010,0.846,0.094,239.140,3.600,0.000,0.000,0.000
16/4/2008,0.330,0.000,244.440,1.400,0.000,0.000,1.000
16/2/2008,0.268,0.000,246.040,1.200,0.000,0.000,0.000
11/6/2009,1.746,0.270,239.710,7.400,0.000,2.000,18.000
31/7/2010,0.158,0.000,240.060,0.600,0.000,0.000,1.000
28/6/2009,0.264,0.140,238.970,1.200,0.000,0.000,0.000
9/10/2007,0.394,0.210,242.610,1.800,0.000,0.000,0.000
25/4/2010,3.014,0.202,236.040,12.800,0.000,36.000,1.000
21/2/2010,0.350,0.058,242.940,1.400,0.000,2.000,0.000
11/3/2008,0.358,0.098,240.190,1.600,0.000,0.000,0.000
17/7/2010,0.560,0.052,241.810,2.400,0.000,0.000,1.000
11/5/2007,1.466,0.184,232.470,6.400,0.000,1.000,16.000
11/3/2008,3.758,0.000,234.450,16.000,0.000,37.000,17.000
31/1/2008,1.532,0.054,238.120,6.400,0.000,0.000,18.000
25/3/2010,1.826,0.224,241.890,7.600,0.000,1.000,18.000
20/5/2009,2.104,0.358,241.180,8.800,0.000,2.000,29.000
22/2/2009,0.312,0.058,244.430,1.200,0.000,0.000,0.000
30/7/2007,0.196,0.110,234.050,1.000,0.000,0.000,0.000
24/8/2010,0.378,0.228,242.980,1.800,0.000,1.000,0.000
5/5/2010,3.798,0.100,232.390,16.200,36.000,0.000,17.000
4/2/2008,1.444,0.048,239.650,6.000,0.000,0.000,18.000
10/3/2007,0.276,0.000,240.770,1.200,0.000,0.000,0.000
29/9/2007,2.114,0.116,238.850,9.600,0.000,27.000,0.000
18/6/2007,2.432,0.200,239.020,11.600,0.000,1.000,17.000
28/12/2009,2.082,0.076,238.540,8.600,1.000,0.000,18.000
29/1/2008,0.624,0.196,239.060,2.800,0.000,0.000,0.000
5/3/2010,0.334,0.126,246.940,1.400,0.000,1.000,0.000
19/7/2008,1.368,0.214,238.210,5.800,0.000,1.000,18.000
16/5/2010,4.012,0.320,238.080,17.400,1.000,28.000,18.000
31/1/2007,0.564,0.000,241.410,2.400,0.000,0.000,0.000
26/12/2008,1.308,0.048,243.350,5.400,0.000,0.000,18.000
26/9/2009,1.644,0.374,237.550,7.000,1.000,2.000,18.000
23/8/2007,0.472,0.000,242.100,2.200,0.000,0.000,0.000
15/1/2009,1.406,0.076,243.540,5.800,0.000,0.000,18.000
5/11/2010,3.272,0.394,241.340,13.600,0.000,2.000,30.000
12/10/2007,1.326,0.048,237.640,5.600,1.000,0.000,18.000
7/1/2008,0.224,0.000,244.710,1.000,0.000,0.000,0.000
19/12/2006,0.964,0.060,240.880,4.800,0.000,7.000,0.000
15/7/2010,0.720,0.068,239.730,3.000,0.000,0.000,1.000
24/9/2008,2.432,0.176,240.240,10.000,0.000,36.000,1.000
22/9/2010,0.562,0.222,240.840,2.600,1.000,1.000,0.000
1/7/2008,0.304,0.232,240.180,1.600,0.000,0.000,1.000
28/3/2007,1.328,0.000,241.930,5.400,0.000,0.000,18.000
12/2/2008,0.558,0.104,242.590,2.200,0.000,0.000,0.000
24/6/2009,1.954,0.000,236.430,8.600,0.000,0.000,18.000
18/7/2010,1.376,0.208,239.640,5.800,0.000,0.000,18.000
24/12/2006,1.756,0.110,236.680,7.800,0.000,1.000,17.000
23/1/2007,2.304,0.122,239.610,9.600,0.000,0.000,17.000
11/5/2007,0.176,0.000,234.800,0.800,0.000,0.000,0.000
3/11/2009,3.024,0.154,236.070,12.800,0.000,0.000,18.000
13/5/2008,0.420,0.348,243.290,2.200,0.000,1.000,0.000
8/11/2008,5.874,0.184,236.210,24.800,37.000,37.000,0.000
14/12/2007,1.372,0.000,244.790,5.600,0.000,0.000,18.000
25/12/2007,6.750,0.000,237.790,28.400,38.000,0.000,18.000
2/2/2008,0.876,0.300,242.870,3.800,1.000,0.000,0.000
10/5/2009,3.732,0.184,239.060,16.200,0.000,56.000,1.000
11/8/2010,1.890,0.170,237.500,8.000,0.000,0.000,30.000
19/6/2008,0.140,0.000,242.000,0.600,0.000,0.000,1.000
17/11/2010,0.418,0.196,240.740,2.000,0.000,1.000,0.000
11/1/2008,0.226,0.000,242.760,1.000,0.000,0.000,0.000
14/3/2007,1.366,0.102,238.870,5.600,0.000,0.000,18.000
16/2/2009,1.514,0.076,244.400,6.200,0.000,0.000,18.000
4/6/2009,0.252,0.114,243.600,1.000,0.000,0.000,0.000
13/2/2009,1.626,0.096,237.690,6.800,0.000,0.000,0.000
30/4/2009,0.668,0.080,241.370,2.800,0.000,0.000,1.000
29/10/2009,1.632,0.402,239.370,7.000,0.000,1.000,0.000
15/3/2009,1.664,0.108,239.590,6.800,0.000,0.000,18.000
23/2/2008,2.268,0.334,235.560,9.600,0.000,1.000,17.000
18/3/2009,2.776,0.222,239.630,11.800,0.000,0.000,18.000
8/8/2008,0.262,0.280,242.620,1.400,0.000,1.000,0.000
17/3/2010,1.750,0.128,244.260,7.200,0.000,0.000,19.000
22/8/2009,2.182,0.768,239.880,9.600,1.000,1.000,18.000
15/1/2010,2.408,0.468,241.000,10.200,0.000,0.000,0.000
14/9/2008,0.258,0.060,242.180,1.000,0.000,0.000,0.000
22/2/2007,3.386,0.062,233.450,14.400,1.000,2.000,17.000
21/4/2007,1.216,0.000,241.670,5.000,0.000,0.000,18.000
21/1/2007,3.368,0.072,237.950,14.000,0.000,2.000,17.000
13/8/2008,0.898,0.378,239.750,4.000,0.000,2.000,11.000
20/11/2008,0.292,0.060,241.940,1.400,0.000,0.000,0.000
22/3/2007,0.264,0.000,247.330,1.200,0.000,0.000,0.000
13/4/2009,3.640,0.186,238.810,15.200,38.000,1.000,1.000
4/9/2007,1.390,0.000,238.010,5.800,0.000,0.000,17.000
5/1/2010,1.510,0.054,243.060,6.200,0.000,0.000,0.000
13/11/2008,0.266,0.052,241.600,1.200,0.000,0.000,0.000
5/2/2010,1.386,0.072,238.420,5.800,0.000,0.000,18.000
1/6/2008,2.150,0.334,240.260,9.000,0.000,0.000,18.000
2/5/2007,1.976,0.296,235.190,8.400,0.000,1.000,17.000
5/2/2009,0.218,0.050,244.890,1.000,0.000,0.000,0.000
22/12/2006,0.206,0.000,244.820,0.800,0.000,0.000,0.000
14/1/2007,3.906,0.216,238.860,16.400,0.000,0.000,0.000
13/7/2008,0.622,0.140,237.370,2.600,0.000,1.000,1.000
21/3/2007,1.522,0.190,238.690,6.400,1.000,2.000,17.000
27/4/2008,0.782,0.206,241.410,3.200,0.000,0.000,1.000
7/6/2010,2.736,0.280,240.720,12.200,37.000,0.000,1.000
4/5/2008,0.348,0.120,243.380,1.400,0.000,0.000,0.000
6/6/2008,2.346,0.000,238.270,9.800,1.000,0.000,18.000
28/1/2007,3.334,0.232,235.800,14.200,2.000,0.000,17.000
15/6/2010,1.076,0.096,240.000,4.400,0.000,0.000,1.000
4/10/2007,5.770,0.136,232.810,24.800,0.000,0.000,17.000
23/3/2009,0.382,0.000,243.260,1.600,0.000,0.000,0.000
28/8/2010,0.196,0.000,243.730,1.000,0.000,0.000,0.000
27/2/2010,1.700,0.294,237.910,7.200,0.000,1.000,18.000
4/7/2008,0.172,0.000,240.730,0.800,0.000,0.000,1.000
7/5/2008,1.618,0.232,238.620,6.800,0.000,2.000,0.000
26/9/2007,4.912,0.344,234.450,21.000,0.000,36.000,0.000
6/1/2010,1.306,0.000,240.460,5.400,0.000,0.000,19.000
11/7/2010,0.350,0.206,239.040,1.600,0.000,1.000,0.000
18/12/2006,1.738,0.106,243.760,7.000,0.000,0.000,18.000
14/9/2009,0.202,0.000,239.770,1.000,0.000,0.000,1.000
31/8/2009,0.204,0.000,243.660,0.800,0.000,0.000,1.000
6/7/2008,2.024,0.310,240.260,9.600,0.000,0.000,1.000
26/11/2008,0.212,0.058,244.980,0.800,0.000,0.000,0.000
30/10/2008,0.686,0.062,241.750,2.800,0.000,0.000,0.000
11/9/2010,0.276,0.078,240.310,1.200,0.000,0.000,1.000
4/12/2007,1.498,0.100,241.840,6.200,0.000,1.000,18.000
8/6/2009,1.400,0.100,239.900,5.800,0.000,0.000,19.000
9/1/2007,0.336,0.182,242.720,1.600,0.000,0.000,0.000
7/11/2007,1.384,0.000,244.960,5.600,0.000,0.000,18.000
11/6/2007,0.112,0.000,240.950,0.400,0.000,0.000,0.000
20/5/2010,0.364,0.064,241.780,1.600,0.000,0.000,0.000
19/1/2010,0.328,0.112,248.020,1.400,0.000,0.000,1.000
17/7/2010,0.356,0.240,241.400,1.800,0.000,1.000,1.000
4/5/2010,1.768,0.094,238.640,7.400,0.000,0.000,18.000
16/12/2007,1.370,0.072,244.550,5.600,0.000,0.000,18.000
27/1/2008,1.058,0.066,242.540,4.400,0.000,0.000,0.000
7/7/2008,0.844,0.092,239.520,3.600,0.000,0.000,11.000
20/9/2008,1.392,0.244,239.250,5.800,0.000,2.000,19.000
24/10/2010,1.550,0.120,241.130,6.400,0.000,0.000,18.000
3/1/2010,0.390,0.138,245.760,1.600,0.000,0.000,1.000
13/5/2008,1.396,0.252,240.870,5.800,0.000,1.000,18.000
24/6/2009,1.306,0.120,237.340,5.400,0.000,0.000,18.000
29/7/2009,0.838,0.202,239.070,3.800,0.000,0.000,10.000
22/11/2008,1.484,0.112,239.220,6.200,0.000,0.000,18.000
12/2/2007,0.610,0.084,240.610,2.600,0.000,0.000,0.000
11/5/2008,0.906,0.130,237.410,4.000,0.000,0.000,0.000
22/10/2007,1.408,0.104,243.130,5.800,0.000,0.000,18.000
24/9/2010,0.524,0.192,239.430,2.200,0.000,1.000,1.000
30/7/2007,0.264,0.204,233.270,1.400,0.000,0.000,0.000
26/6/2007,0.226,0.098,241.420,1.000,0.000,1.000,0.000
16/8/2009,0.440,0.316,242.080,2.200,0.000,0.000,1.000
3/9/2007,2.036,0.160,240.230,8.400,0.000,8.000,18.000
20/10/2007,3.840,0.050,238.980,16.000,38.000,1.000,17.000
30/9/2007,0.368,0.192,243.190,1.800,0.000,1.000,0.000
17/10/2009,0.326,0.094,244.380,1.400,0.000,0.000,1.000
1/9/2008,0.412,0.096,241.290,2.000,0.000,2.000,0.000
18/7/2008,0.610,0.106,238.250,2.600,0.000,0.000,0.000
25/10/2009,0.428,0.186,239.330,2.000,0.000,1.000,0.000
19/10/2009,0.420,0.202,242.460,1.800,0.000,0.000,1.000
12/7/2008,1.210,0.000,238.550,5.000,0.000,0.000,18.000
6/8/2009,1.302,0.098,243.000,5.200,0.000,0.000,18.000
27/9/2007,0.280,0.072,239.700,1.200,0.000,1.000,0.000
8/7/2009,0.290,0.110,240.550,1.400,0.000,0.000,0.000
4/6/2010,0.706,0.000,242.500,3.200,0.000,0.000,4.000
2/3/2010,0.256,0.000,240.550,1.000,0.000,0.000,1.000
29/12/2006,0.378,0.272,242.930,1.800,0.000,0.000,0.000
4/6/2009,0.232,0.106,238.200,1.000,0.000,0.000,1.000
20/10/2008,1.318,0.050,241.400,5.400,0.000,0.000,18.000
21/10/2008,2.840,0.152,238.120,12.000,0.000,1.000,18.000
26/4/2009,1.910,0.444,240.380,8.000,2.000,0.000,19.000
7/7/2007,1.652,0.346,238.800,7.000,0.000,0.000,18.000
5/10/2009,0.398,0.200,244.490,1.800,0.000,2.000,1.000
10/3/2008,0.992,0.066,243.870,4.200,0.000,1.000,0.000
11/11/2007,0.918,0.090,239.160,3.800,0.000,0.000,0.000
24/2/2009,1.390,0.050,237.800,5.800,0.000,0.000,18.000
15/12/2009,2.130,0.062,248.600,8.400,0.000,0.000,20.000
16/1/2010,2.298,0.204,242.030,9.400,0.000,1.000,19.000
10/4/2007,1.382,0.090,238.870,5.800,0.000,2.000,18.000
31/3/2010,2.170,0.150,239.690,9.200,0.000,33.000,1.000
6/3/2007,0.208,0.000,243.880,0.800,0.000,0.000,0.000
17/5/2007,0.228,0.000,236.460,1.000,0.000,0.000,0.000
13/5/2010,0.254,0.000,244.390,1.000,0.000,0.000,0.000
19/3/2007,0.306,0.080,241.380,1.200,0.000,0.000,0.000
27/7/2007,1.718,0.084,234.530,7.200,0.000,0.000,17.000
2/1/2009,0.442,0.300,244.370,2.200,0.000,1.000,0.000
5/9/2007,1.472,0.146,237.270,6.200,0.000,5.000,17.000
2/9/2007,1.802,0.356,238.890,7.600,0.000,0.000,17.000
28/1/2009,2.320,0.260,245.110,9.400,0.000,5.000,19.000
21/12/2009,0.524,0.054,244.260,2.200,0.000,0.000,0.000
23/7/2009,0.280,0.222,242.130,1.400,0.000,2.000,1.000
16/2/2007,1.238,0.140,242.790,5.000,0.000,0.000,0.000
21/1/2010,1.664,0.152,244.290,6.800,0.000,0.000,19.000
8/7/2009,0.284,0.128,241.570,1.400,0.000,0.000,1.000
1/9/2010,0.248,0.088,241.280,1.000,0.000,1.000,0.000
11/4/2008,0.326,0.114,240.530,1.400,0.000,1.000,1.000
4/7/2009,0.230,0.126,245.280,1.000,0.000,2.000,0.000
24/1/2009,1.572,0.058,244.170,6.400,0.000,0.000,0.000
19/10/2008,2.648,0.162,236.630,11.200,0.000,18.000,18.000
19/4/2008,1.874,0.358,242.420,7.800,1.000,1.000,19.000
26/4/2009,1.542,0.088,241.800,6.400,0.000,0.000,18.000
24/9/2007,3.562,0.116,238.430,14.800,0.000,37.000,17.000
26/4/2007,1.282,0.188,233.170,5.400,0.000,0.000,16.000
5/7/2008,0.998,0.208,237.830,4.200,0.000,0.000,13.000
30/8/2007,0.112,0.000,244.430,0.400,0.000,0.000,0.000
19/8/2007,0.138,0.000,241.830,0.600,0.000,1.000,0.000
18/4/2010,1.336,0.070,242.290,5.400,0.000,0.000,19.000
